laureate_id,name,category,year,birth_location,birth_lat,birth_lon,work_location,work_lat,work_lon,notes
chemistry_1935_194,Irène Joliot-Curie,chemistry,1935,"Paris, France",48.860093,2.355954,"Paris, France",48.860093,2.355954,
chemistry_1936_195,Petrus (Peter) Josephus Wilhelmus Debye,chemistry,1936,"Maastricht, the Netherlands",50.866667,5.683333,"Berlin, Germany",52.522265,13.406852,
chemistry_1937_196,Walter Norman Haworth,chemistry,1937,"Chorley, United Kingdom",53.653056,-2.631944,"Birmingham, United Kingdom",52.48561,-1.885354,
chemistry_1937_197,Paul Karrer,chemistry,1937,"Moscow, Russia",55.741387,37.618892,"Zurich, Switzerland",47.376909,8.541697,
chemistry_1938_198,Richard Kuhn,chemistry,1938,"Vienna, Austria-Hungary",48.207646,16.372793,"Heidelberg, Germany",49.39922,8.680522,
chemistry_1939_199,Adolf Friedrich Johann Butenandt,chemistry,1939,"Bremerhaven-Lehe, Germany",53.55,8.583333,"Berlin-Dahlem, Germany",52.453739,13.29313,
chemistry_1939_200,Leopold Ruzicka,chemistry,1939,"Vukovar, Austria-Hungary",45.345576,19.000574,"Zurich, Switzerland",47.376909,8.541697,
chemistry_1943_201,George de Hevesy,chemistry,1943,"Budapest, Austria-Hungary",47.497799,19.038285,"Stockholm, Sweden",59.325371,18.070794,
chemistry_1944_202,Otto Hahn,chemistry,1944,"Frankfurt-on-the-Main, Germany",50.107886,8.691488,"Berlin-Dahlem, Germany",52.453739,13.29313,
chemistry_1945_203,Artturi Ilmari Virtanen,chemistry,1945,"Helsinki, Russian Empire",60.167874,24.958234,"Helsinki, Finland",60.167874,24.958234,
chemistry_1946_204,James Batcheller Sumner,chemistry,1946,"Canton, MA, USA",42.158333,-71.145278,"Ithaca, NY, USA",42.444089,-76.50095,
chemistry_1946_205,John Howard Northrop,chemistry,1946,"Yonkers, NY, USA",40.941389,-73.864444,"Princeton, NJ, USA",40.359783,-74.668268,
chemistry_1946_206,Wendell Meredith Stanley,chemistry,1946,"Ridgeville, IN, USA",40.288954,-85.029245,"Princeton, NJ, USA",40.359783,-74.668268,
chemistry_1947_207,Sir Robert Robinson,chemistry,1947,"Rufford, near Chesterfield, United Kingdom",53.235,-1.421,"Oxford, United Kingdom",51.753363,-1.260979,
chemistry_1948_208,Arne Wilhelm Kaurin Tiselius,chemistry,1948,"Stockholm, Sweden",59.325371,18.070794,"Uppsala, Sweden",59.858503,17.638748,
chemistry_1949_209,William Francis Giauque,chemistry,1949,"Niagara Falls, Canada",43.116667,-79.066667,"Berkeley, CA, USA",37.87179,-122.274715,
chemistry_1950_211,Kurt Alder,chemistry,1950,"Königshütte, Prussia",50.3,18.95,"Cologne, Germany",50.938552,6.957702,
chemistry_1950_210,Otto Paul Hermann Diels,chemistry,1950,"Hamburg, Germany",53.548276,9.987422,"Kiel, Germany",54.323168,10.121556,
chemistry_1951_212,Edwin Mattison McMillan,chemistry,1951,"Redondo Beach, CA, USA",33.856389,-118.376944,"Berkeley, CA, USA",37.87179,-122.274715,
chemistry_1951_213,Glenn Theodore Seaborg,chemistry,1951,"Ishpeming, MI, USA",46.488611,-87.6675,"Berkeley, CA, USA",37.87179,-122.274715,
chemistry_1952_214,Archer John Porter Martin,chemistry,1952,"London, United Kingdom",51.510235,-0.120852,"London, United Kingdom",51.510235,-0.120852,
chemistry_1952_215,Richard Laurence Millington Synge,chemistry,1952,"Liverpool, United Kingdom",53.409188,-2.981257,"Bucksburn (Scotland), United Kingdom",57.178448,-2.174872,
chemistry_1953_216,Hermann Staudinger,chemistry,1953,"Worms, Germany",49.631944,8.365278,"Breisgau, Germany",47.999459,7.84517,
chemistry_1954_217,Linus Carl Pauling,chemistry,1954,"Portland, OR, USA",45.516667,-122.666667,"Pasadena, CA, USA",34.150071,-118.142111,
chemistry_1955_218,Vincent du Vigneaud,chemistry,1955,"Chicago, IL, USA",41.876228,-87.638416,"Ithaca, NY, USA",42.444089,-76.50095,
chemistry_1956_220,Nikolay Nikolaevich Semenov,chemistry,1956,"Saratov, Russia",51.533333,46.0,"Moscow, USSR",55.741387,37.618892,
chemistry_1956_219,Sir Cyril Norman Hinshelwood,chemistry,1956,"London, United Kingdom",51.510235,-0.120852,"Oxford, United Kingdom",51.753363,-1.260979,
chemistry_1957_221,Lord (Alexander R.) Todd,chemistry,1957,"Glasgow, Scotland",55.861111,-4.25,"Cambridge, United Kingdom",52.194605,0.135092,
chemistry_1958_222,Frederick Sanger,chemistry,1958,"Rendcombe, United Kingdom",51.785,-1.975,"Cambridge, United Kingdom",52.194605,0.135092,
chemistry_1959_223,Jaroslav Heyrovsky,chemistry,1959,"Prague, Austria-Hungary",50.07507,14.42989,"Prague, Czechoslovakia",50.07507,14.42989,
chemistry_1960_224,Willard Frank Libby,chemistry,1960,"Grand Valley, CO, USA",39.071,-108.549,"Los Angeles, CA, USA",34.062144,-118.225001,
chemistry_1961_225,Melvin Calvin,chemistry,1961,"St. Paul, MN, USA",44.944167,-93.093611,"Berkeley, CA, USA",37.87179,-122.274715,
chemistry_1962_227,John Cowdery Kendrew,chemistry,1962,"Oxford, United Kingdom",51.753363,-1.260979,"Cambridge, United Kingdom",52.194605,0.135092,
chemistry_1962_226,Max Ferdinand Perutz,chemistry,1962,"Vienna, Austria",48.207646,16.372793,"Cambridge, United Kingdom",52.194605,0.135092,
chemistry_1963_229,Giulio Natta,chemistry,1963,"Imperia, Italy",43.886467,8.029653,"Milan, Italy",45.460249,9.181687,
chemistry_1963_228,Karl Ziegler,chemistry,1963,"Helsa, Germany",51.226667,9.671667,"Mülheim an der Ruhr, Germany",51.417669,6.88518,
chemistry_1964_230,Dorothy Crowfoot Hodgkin,chemistry,1964,"Cairo, Egypt",30.044388,31.235725,"Oxford, United Kingdom",51.753363,-1.260979,
chemistry_1965_231,Robert Burns Woodward,chemistry,1965,"Boston, MA, USA",42.36042,-71.05681,"Cambridge, MA, USA",42.374024,-71.107306,
chemistry_1966_232,Robert S. Mulliken,chemistry,1966,"Newburyport, MA, USA",42.8125,-70.877222,"Chicago, IL, USA",41.876228,-87.638416,
chemistry_1967_235,George Porter,chemistry,1967,"Stainforth, United Kingdom",53.595833,-1.025278,"London, United Kingdom",51.510235,-0.120852,
chemistry_1967_233,Manfred Eigen,chemistry,1967,"Bochum, Germany",51.483333,7.216667,"Göttingen, Germany",51.539385,9.913113,
chemistry_1967_234,Ronald George Wreyford Norrish,chemistry,1967,"Cambridge, United Kingdom",52.194605,0.135092,"Cambridge, United Kingdom",52.194605,0.135092,
chemistry_1968_236,Lars Onsager,chemistry,1968,"Kristiania, Norway",59.917165,10.750092,"New Haven, CT, USA",41.307802,-72.932531,
chemistry_1969_237,Derek H. R. Barton,chemistry,1969,"Gravesend, United Kingdom",51.441667,0.368611,"London, United Kingdom",51.510235,-0.120852,
chemistry_1969_238,Odd Hassel,chemistry,1969,"Kristiania, Norway",59.917165,10.750092,"Oslo, Norway",59.917165,10.750092,
chemistry_1970_239,Luis F. Leloir,chemistry,1970,"Paris, France",48.860093,2.355954,"Buenos Aires, Argentina",-34.603443,-58.396729,
chemistry_1971_240,Gerhard Herzberg,chemistry,1971,"Hamburg, Germany",53.548276,9.987422,"Ottawa, Canada",45.425881,-75.739951,
chemistry_1972_241,Christian B. Anfinsen,chemistry,1972,"Monessen, PA, USA",40.154194,-79.882806,"Bethesda, MD, USA",38.984918,-77.093308,
chemistry_1972_242,Stanford Moore,chemistry,1972,"Chicago, IL, USA",41.876228,-87.638416,"New York, NY, USA",40.715758,-74.0113,
chemistry_1972_243,William H. Stein,chemistry,1972,"New York, NY, USA",40.715758,-74.0113,"New York, NY, USA",40.715758,-74.0113,
chemistry_1973_244,Ernst Otto Fischer,chemistry,1973,"Munich, Germany",48.134703,11.581995,"Munich, Germany",48.134703,11.581995,
chemistry_1973_245,Geoffrey Wilkinson,chemistry,1973,"Todmorden, United Kingdom",53.713056,-2.096111,"London, United Kingdom",51.510235,-0.120852,
chemistry_1974_246,Paul J. Flory,chemistry,1974,"Sterling, IL, USA",41.799614,-89.695482,"Stanford, CA, USA",37.424734,-122.163858,
chemistry_1975_247,John Warcup Cornforth,chemistry,1975,"Sydney, Australia",-33.854816,151.216461,"Brighton, United Kingdom",50.82442,-0.143821,
chemistry_1975_248,Vladimir Prelog,chemistry,1975,"Sarajevo, Austria-Hungary",43.856076,18.411485,"Zurich, Switzerland",47.376909,8.541697,
chemistry_1976_249,William N. Lipscomb,chemistry,1976,"Cleveland, OH, USA",41.496386,-81.710675,"Cambridge, MA, USA",42.374024,-71.107306,
chemistry_1977_250,Ilya Romanovich Prigogine,chemistry,1977,"Moscow, Russia",55.741387,37.618892,"Brussels, Belgium",50.849243,4.354815,
chemistry_1978_251,Peter D. Mitchell,chemistry,1978,"Mitcham, United Kingdom",51.400833,-0.151667,"Bodmin, United Kingdom",50.471386,-4.720168,
chemistry_1979_253,Georg Wittig,chemistry,1979,"Berlin, Germany",52.522265,13.406852,"Heidelberg, Germany",49.39922,8.680522,
chemistry_1979_252,Herbert C. Brown,chemistry,1979,"London, United Kingdom",51.510235,-0.120852,"West Lafayette, IN, USA",40.425629,-86.907457,
chemistry_1980_222,Frederick Sanger,chemistry,1980,"Rendcombe, United Kingdom",51.785,-1.975,"Cambridge, United Kingdom",52.194605,0.135092,
chemistry_1980_254,Paul Berg,chemistry,1980,"New York, NY, USA",40.715758,-74.0113,"Stanford, CA, USA",37.424734,-122.163858,
chemistry_1980_255,Walter Gilbert,chemistry,1980,"Boston, MA, USA",42.36042,-71.05681,"Cambridge, MA, USA",42.374024,-71.107306,
chemistry_1981_257,Kenichi Fukui,chemistry,1981,"Nara, Japan",34.685194,135.832944,"Kyoto, Japan",35.017709,135.761432,
chemistry_1981_258,Roald Hoffmann,chemistry,1981,"Zloczov, Poland",49.809226,24.901322,"Ithaca, NY, USA",42.444089,-76.50095,
chemistry_1982_259,Aaron Klug,chemistry,1982,"Zelvas, Lithuania",53.148256,24.816515,"Cambridge, United Kingdom",52.194605,0.135092,
chemistry_1983_260,Henry Taube,chemistry,1983,"Neudorf, Canada",50.709694,-103.014,"Stanford, CA, USA",37.424734,-122.163858,
chemistry_1984_261,Robert Bruce Merrifield,chemistry,1984,"Fort Worth, TX, USA",32.756389,-97.3325,"New York, NY, USA",40.715758,-74.0113,
chemistry_1985_262,Herbert A. Hauptman,chemistry,1985,"New York, NY, USA",40.715758,-74.0113,"Buffalo, NY, USA",42.886435,-78.873198,
chemistry_1985_263,Jerome Karle,chemistry,1985,"New York, NY, USA",40.715758,-74.0113,"Washington, D.C., USA",38.899065,-77.036523,
chemistry_1986_264,Dudley R. Herschbach,chemistry,1986,"San José, CA, USA",37.336189,-121.890579,"Cambridge, MA, USA",42.374024,-71.107306,
chemistry_1986_266,John C. Polanyi,chemistry,1986,"Berlin, Germany",52.522265,13.406852,"Toronto, Canada",43.654211,-79.384956,
chemistry_1986_265,Yuan T. Lee,chemistry,1986,"Hsinchu, Taiwan",24.814166,120.966649,"Berkeley, CA, USA",37.87179,-122.274715,
chemistry_1987_269,Charles J. Pedersen,chemistry,1987,"Pusan, Korea",35.16201,129.047056,"Wilmington, DE, USA",39.74413,-75.548713,
chemistry_1987_267,Donald J. Cram,chemistry,1987,"Chester, VT, USA",43.288056,-72.615,"Los Angeles, CA, USA",34.062144,-118.225001,
chemistry_1987_268,Jean-Marie Lehn,chemistry,1987,"Rosheim, France",48.496422,7.469883,"Strasbourg, France",48.573361,7.752464,
chemistry_1988_272,Hartmut Michel,chemistry,1988,"Ludwigsburg, West Germany",48.895393,9.189515,"Frankfurt-on-the-Main, Germany",50.107886,8.691488,
chemistry_1988_270,Johann Deisenhofer,chemistry,1988,"Zusamaltheim, Germany",48.529961,10.63702,"Dallas, TX, USA",32.779831,-96.801627,
chemistry_1988_271,Robert Huber,chemistry,1988,"Munich, Germany",48.134703,11.581995,"Martinsried, Germany",48.108973,11.452365,
chemistry_1989_273,Sidney Altman,chemistry,1989,"Montreal, Canada",45.502786,-73.569058,"New Haven, CT, USA",41.307802,-72.932531,
chemistry_1989_274,Thomas R. Cech,chemistry,1989,"Chicago, IL, USA",41.876228,-87.638416,"Boulder, CO, USA",40.014316,-105.269847,
chemistry_1990_275,Elias James Corey,chemistry,1990,"Methuen, MA, USA",42.7262,-71.190895,"Cambridge, MA, USA",42.374024,-71.107306,
chemistry_1991_276,Richard R. Ernst,chemistry,1991,"Winterthur, Switzerland",47.499172,8.72915,"Zurich, Switzerland",47.376909,8.541697,
chemistry_1992_277,Rudolph A. Marcus,chemistry,1992,"Montreal, Canada",45.502786,-73.569058,"Pasadena, CA, USA",34.150071,-118.142111,
chemistry_1993_278,Kary B. Mullis,chemistry,1993,"Lenoir, NC, USA",35.908333,-81.53,"Emeryville, California, USA",37.84,-122.29,"Cetus Corporation in Emeryville, California"
chemistry_1993_279,Michael Smith,chemistry,1993,"Blackpool, United Kingdom",53.816788,-3.037077,"Vancouver, Canada",49.282796,-123.120129,
chemistry_1994_280,George A. Olah,chemistry,1994,"Budapest, Hungary",47.497799,19.038285,"Los Angeles, CA, USA",34.062144,-118.225001,
chemistry_1995_283,F. Sherwood Rowland,chemistry,1995,"Delaware, OH, USA",40.298889,-83.071944,"Irvine, CA, USA",33.685447,-117.826826,
chemistry_1995_282,Mario J. Molina,chemistry,1995,"Mexico City, Mexico",19.431956,-99.134606,"Cambridge, MA, USA",42.374024,-71.107306,
chemistry_1995_281,Paul J. Crutzen,chemistry,1995,"Amsterdam, the Netherlands",52.36942,4.907108,"Mainz, Germany",49.992514,8.249395,
chemistry_1996_286,Richard E. Smalley,chemistry,1996,"Akron, OH, USA",41.073056,-81.517778,"Houston, TX, USA",29.769539,-95.389817,
chemistry_1996_284,Robert F. Curl Jr.,chemistry,1996,"Alice, TX, USA",27.750611,-98.070306,"Houston, TX, USA",29.769539,-95.389817,
chemistry_1996_285,Sir Harold W. Kroto,chemistry,1996,"Wisbech, Cambridgeshire , United Kingdom",52.664167,0.160278,"Brighton, United Kingdom",50.82442,-0.143821,
chemistry_1997_289,Jens C. Skou,chemistry,1997,"Lemvig, Denmark",56.549722,8.309444,"Aarhus, Denmark",56.157699,10.210669,
chemistry_1997_288,John E. Walker,chemistry,1997,"Halifax, United Kingdom",53.725,-1.863,"Cambridge, United Kingdom",52.194605,0.135092,
chemistry_1997_287,Paul D. Boyer,chemistry,1997,"Provo, UT, USA",40.233833,-111.658528,"Los Angeles, CA, USA",34.062144,-118.225001,
chemistry_1998_291,John A. Pople,chemistry,1998,"Burnham-on-Sea, United Kingdom",51.2375,-2.993611,"Evanston, IL, USA",42.045791,-87.686963,
chemistry_1998_290,Walter Kohn,chemistry,1998,"Vienna, Austria",48.207646,16.372793,"Santa Barbara, CA, USA",34.419237,-119.702479,
chemistry_1999_292,Ahmed H. Zewail,chemistry,1999,"Damanhur, Egypt",31.05,30.466667,"Pasadena, CA, USA",34.150071,-118.142111,
chemistry_2000_729,Alan J. Heeger,chemistry,2000,"Sioux City, IA, USA",42.496681,-96.405876,"Santa Barbara, CA, USA",34.419237,-119.702479,
chemistry_2000_730,Alan G. MacDiarmid,chemistry,2000,"Masterton, New Zealand",-40.966667,175.65,"Philadelphia, PA, USA",39.957132,-75.174342,
chemistry_2000_731,Hideki Shirakawa,chemistry,2000,"Tokyo, Japan",35.680183,139.769373,"Tsukuba, Japan",36.10461,140.083461,
chemistry_2001_743,K. Barry Sharpless,chemistry,2001,"Philadelphia, PA, USA",39.957132,-75.174342,"La Jolla, CA, USA",32.832367,-117.265117,
chemistry_2001_742,Ryoji Noyori,chemistry,2001,"Kobe, Japan",34.690167,135.195444,"Nagoya, Japan",35.180679,136.918749,
chemistry_2001_741,William S. Knowles,chemistry,2001,"Taunton, MA, USA",41.900101,-71.089767,"St. Louis, Missouri",38.6280278,-90.1910154,"Monsanto Company in St. Louis, Missouri"
chemistry_2002_756,John B. Fenn,chemistry,2002,"New York, NY, USA",40.715758,-74.0113,"Richmond, VA, USA",37.539879,-77.436615,
chemistry_2002_757,Koichi Tanaka,chemistry,2002,"Toyama City, Japan",36.695572,137.213547,"Kyoto, Japan",35.017709,135.761432,
chemistry_2002_758,Kurt Wüthrich,chemistry,2002,"Aarberg, Switzerland",46.949654,7.442427,"Zurich, Switzerland",47.376909,8.541697,
chemistry_2003_769,Peter Agre,chemistry,2003,"Northfield, MN, USA",44.458202,-93.161156,"Baltimore, MD, USA",39.291586,-76.625305,
chemistry_2003_770,Roderick MacKinnon,chemistry,2003,"Burlington, MA, USA",42.504818,-71.19561,"New York, NY, USA",40.715758,-74.0113,
chemistry_2004_779,Aaron Ciechanover,chemistry,2004,"Haifa, British Protectorate of Palestine",32.794421,34.99034,"Haifa, Israel",32.794421,34.99034,
chemistry_2004_780,Avram Hershko,chemistry,2004,"Karcag, Hungary",47.315474,20.918238,"Haifa, Israel",32.794421,34.99034,
chemistry_2004_781,Irwin Rose,chemistry,2004,"Brooklyn, NY, USA",40.676379,-73.949819,"Irvine, CA, USA",33.685447,-117.826826,
chemistry_2005_796,Richard R. Schrock,chemistry,2005,"Berne, IN, USA",40.657825,-84.951912,"Cambridge, MA, USA",42.374024,-71.107306,
chemistry_2005_795,Robert H. Grubbs,chemistry,2005,"Possum Trot, KY, USA",37.0056,-88.4306,"Pasadena, CA, USA",34.150071,-118.142111,
chemistry_2005_794,Yves Chauvin,chemistry,2005,"Menin, Belgium",50.795556,3.121667,"Rueil-Malmaison, France",48.880993,2.176074,
chemistry_2006_806,Roger D. Kornberg,chemistry,2006,"St. Louis, MO, USA",38.628133,-90.212222,"Stanford, CA, USA",37.424734,-122.163858,
chemistry_2007_816,Gerhard Ertl,chemistry,2007,"Bad Cannstatt, Germany",48.827297,9.217003,"Berlin, Germany",52.522265,13.406852,
chemistry_2008_830,Martin Chalfie,chemistry,2008,"Chicago, IL, USA",41.876228,-87.638416,"New York, NY, USA",40.715758,-74.0113,
chemistry_2008_829,Osamu Shimomura,chemistry,2008,"Kyoto, Japan",35.017709,135.761432,"Woods Hole, MA, USA",41.527173,-70.672715,
chemistry_2008_831,Roger Y. Tsien,chemistry,2008,"New York, NY, USA",40.715758,-74.0113,"San Diego, CA, USA",32.7305,-117.166696,
chemistry_2009_843,Ada E. Yonath,chemistry,2009,"Jerusalem, British Mandate of Palestine",31.767983,35.213809,"Rehovot, Israel",31.892773,34.811272,
chemistry_2009_842,Thomas A. Steitz,chemistry,2009,"Milwaukee, WI, USA",43.05,-87.95,"New Haven, CT, USA",41.307802,-72.932531,
chemistry_2009_841,Venkatraman Ramakrishnan,chemistry,2009,"Chidambaram, Tamil Nadu, India",11.398194,79.695359,"Cambridge, United Kingdom",52.194605,0.135092,
chemistry_2010_853,Akira Suzuki,chemistry,2010,"Mukawa, Japan",42.57475,141.92675,"Sapporo, Japan",43.062096,141.354376,
chemistry_2010_852,Ei-ichi Negishi,chemistry,2010,"Changchun, China",43.9,125.2,"West Lafayette, IN, USA",40.425629,-86.907457,
chemistry_2010_851,Richard F. Heck,chemistry,2010,"Springfield, MA, USA",42.101972,-72.585947,"Wilmington, DE, USA",39.7459468,-75.546589,University of Delaware
chemistry_2011_867,Dan Shechtman,chemistry,2011,"Tel Aviv, British Mandate of Palestine",32.085996,34.781915,"Haifa, Israel",32.794421,34.99034,
chemistry_2012_879,Brian K. Kobilka,chemistry,2012,"Little Falls, MN, USA",45.976357,-94.362503,"Stanford, CA, USA",37.424734,-122.163858,
chemistry_2012_878,Robert J. Lefkowitz,chemistry,2012,"New York, NY, USA",40.715758,-74.0113,"Durham, NC, USA",35.996653,-78.9018053,"Duke University in Durham, North Carolina"
chemistry_2013_891,Arieh Warshel,chemistry,2013,"Kibbutz Sde-Nahum, British Mandate of Palestine",32.529995,35.479515,"Los Angeles, CA, USA",34.062144,-118.225001,
chemistry_2013_889,Martin Karplus,chemistry,2013,"Vienna, Austria",48.207646,16.372793,"Strasbourg, France",48.573361,7.752464,
chemistry_2013_890,Michael Levitt,chemistry,2013,"Pretoria, South Africa",-25.746389,28.188056,"Stanford, CA, USA",37.424734,-122.163858,
chemistry_2014_909,Eric Betzig,chemistry,2014,"Ann Arbor, MI, USA",42.281061,-83.745758,"Ashburn, VA, USA",39.043757,-77.487442,
chemistry_2014_910,Stefan W. Hell,chemistry,2014,"Arad, Romania",46.166667,21.316667,"Göttingen, Germany",51.539385,9.913113,
chemistry_2014_911,William E. Moerner,chemistry,2014,"Pleasanton, CA, USA",37.662431,-121.874679,"Stanford, CA, USA",37.424734,-122.163858,
chemistry_2015_923,Aziz Sancar,chemistry,2015,"Savur, Turkey",37.5375,40.889167,"Chapel Hill, NC, USA",35.912309,-79.055421,
chemistry_2015_922,Paul Modrich,chemistry,2015,"Raton, NM, USA",36.903374,-104.439362,"Durham, NC, USA",35.994033,-78.898619,
chemistry_2015_921,Tomas Lindahl,chemistry,2015,"Stockholm, Sweden",59.325371,18.070794,"Stockholm, Sweden",59.3251172,18.0710935,Karolinska Institutet in Sweden
chemistry_2016_933,Bernard L. Feringa,chemistry,2016,"Barger-Compascuum, the Netherlands",52.754791,7.042117,"Groningen, the Netherlands",53.218593,6.566722,
chemistry_2016_931,Jean-Pierre Sauvage,chemistry,2016,"Paris, France",48.860093,2.355954,"Strasbourg, France",48.573361,7.752464,
chemistry_2016_932,Sir J. Fraser Stoddart,chemistry,2016,"Edinburgh, United Kingdom",55.955709,-3.207405,"Evanston, IL, USA",42.045791,-87.686963,
chemistry_2017_944,Jacques Dubochet,chemistry,2017,"Aigle, Switzerland",46.317432,6.969595,"Lausanne, Switzerland",46.533333,6.633333,
chemistry_2017_945,Joachim Frank,chemistry,2017,"Siegen, Germany",50.873741,8.020064,"New York, NY, USA",40.715758,-74.0113,
chemistry_2017_946,Richard Henderson,chemistry,2017,"Edinburgh, Scotland",55.955709,-3.207405,"Cambridge, United Kingdom",52.194605,0.135092,
chemistry_2018_963,Frances H. Arnold,chemistry,2018,"Pittsburgh, PA, USA",40.440136,-80.008661,"Pasadena, CA, USA",34.150071,-118.142111,
chemistry_2018_964,George P. Smith,chemistry,2018,"Norwalk, CT, USA",41.117596,-73.407898,"Columbia, USA",38.933333,-92.3,
chemistry_2018_965,Sir Gregory P. Winter,chemistry,2018,"Leicester, United Kingdom",52.636139,-1.133079,"Cambridge, United Kingdom",52.194605,0.135092,
chemistry_2019_978,Akira Yoshino,chemistry,2019,"Suita, Japan",34.764885,135.517349,"Tokyo, Japan",35.680183,139.769373,
chemistry_2019_976,John B. Goodenough,chemistry,2019,"Jena, Germany",50.927222,11.586389,"Austin, TX, USA",30.266153,-97.742706,
chemistry_2019_977,M. Stanley Whittingham,chemistry,2019,"Nottingham, United Kingdom",52.9540,1.1550,"New York, NY, USA",40.715758,-74.0113,
chemistry_2020_991,Emmanuelle Charpentier,chemistry,2020,"Juvisy-sur-Orge, France",48.688333,2.3775,"Berlin, Germany",52.522265,13.406852,
chemistry_2020_992,Jennifer A. Doudna,chemistry,2020,"Washington, D.C., USA",38.899065,-77.036523,"Berkeley, CA, USA",37.87179,-122.274715,
chemistry_2021_1002,Benjamin List,chemistry,2021,"Frankfurt-on-the-Main, Germany",50.107886,8.691488,"Mülheim an der Ruhr, Germany",51.417669,6.88518,
chemistry_2021_1003,David W.C. MacMillan,chemistry,2021,"Bellshill, United Kingdom",55.820556,-4.028333,"Princeton, NJ, USA",40.359783,-74.668268,
chemistry_2022_1015,Carolyn R. Bertozzi,chemistry,2022,"Boston, MA, USA",42.36042,-71.05681,"Stanford, CA, USA",37.424734,-122.163858,
chemistry_2022_743,K. Barry Sharpless,chemistry,2022,"Philadelphia, PA, USA",39.957132,-75.174342,"La Jolla, CA, USA",32.832367,-117.265117,
chemistry_2022_1016,Morten Meldal,chemistry,2022,"Copenhagen, Denmark",55.678127,12.572532,"Copenhagen, Denmark",55.678127,12.572532,
chemistry_2023_1031,Aleksey Yekimov ,chemistry,2023,"Leningrad, USSR",59.956651,30.333547,"New York, NY, USA",40.715758,-74.0113,
chemistry_2023_1030,Louis E. Brus,chemistry,2023,"Cleveland, OH, USA",41.496386,-81.710675,"New York, NY, USA",40.715758,-74.0113,
chemistry_2023_1029,Moungi G. Bawendi,chemistry,2023,"Paris, France",48.860093,2.355954,"Cambridge, MA, USA",42.374024,-71.107306,
chemistry_2024_1039,David Baker,chemistry,2024,"Seattle, WA, USA",47.611072,-122.355118,"Seattle, WA, USA",47.611072,-122.355118,
chemistry_2024_1040,Demis Hassabis,chemistry,2024,"London, United Kingdom",51.510235,-0.120852,"London, United Kingdom",51.510235,-0.120852,
chemistry_2024_1041,John Jumper,chemistry,2024,"Little Rock, AR, USA",34.744444,-92.288056,"London, United Kingdom",51.510235,-0.120852,
chemistry_2025_1055,Omar M. Yaghi,chemistry,2025,"Amman, Jordan",31.949722,35.932778,"Berkeley, CA, USA",37.87179,-122.274715,
chemistry_2025_1054,Richard Robson,chemistry,2025,"Glusburn, United Kingdom",53.899444,-2.001111,"Melbourne, Australia",-37.797306,144.929422,
chemistry_2025_1053,Susumu Kitagawa,chemistry,2025,"Kyoto, Japan",35.017709,135.761432,"Kyoto, Japan",35.017709,135.761432,
economics_1969_678,Jan Tinbergen,economics,1969,"the Hague, the Netherlands",52.070359,4.300254,"Rotterdam, the Netherlands",51.925205,4.48911,
economics_1969_677,Ragnar Frisch,economics,1969,"Oslo, Norway",59.917165,10.750092,"Oslo, Norway",59.917165,10.750092,
economics_1970_679,Paul A. Samuelson,economics,1970,"Gary, IN, USA",41.580833,-87.345556,"Cambridge, MA, USA",42.374024,-71.107306,
economics_1971_680,Simon Kuznets,economics,1971,"Pinsk, Russian Empire",52.115278,26.103056,"Cambridge, MA, USA",42.374024,-71.107306,
economics_1972_681,John R. Hicks,economics,1972,"Warwick, United Kingdom",52.28,-1.59,"Oxford, United Kingdom",51.753363,-1.260979,
economics_1972_682,Kenneth J. Arrow,economics,1972,"New York, NY, USA",40.715758,-74.0113,"Cambridge, MA, USA",42.374024,-71.107306,
economics_1973_683,Wassily Wassilyevich Leontief,economics,1973,"St. Petersburg, Russia",59.956651,30.333547,"Cambridge, MA, USA",42.374024,-71.107306,
economics_1974_685,Friedrich August von Hayek,economics,1974,"Vienna, Austria",48.207646,16.372793,"Freiburg, Germany",47.9990,7.8421,
economics_1974_684,Gunnar Myrdal,economics,1974,"Skattungbyn, Sweden",61.184779,14.851104,"Stockholm, Sweden",59.325371,18.070794,"based at Stockholm University, he also frequently lectured in the U.S., held positions at institutions like the Center for Study of Democratic Institutions in Santa Barbara, and served as the executive secretary for the United Nations Economic Commission for Europe."
economics_1975_686,Leonid Vitaliyevich Kantorovich,economics,1975,"St. Petersburg, Russian Empire",59.956651,30.333547,"Moscow, USSR",55.741387,37.618892,
economics_1975_687,Tjalling C. Koopmans,economics,1975,"'s Graveland, the Netherlands",52.243889,5.121111,"New Haven, CT, USA",41.307802,-72.932531,
economics_1976_688,Milton Friedman,economics,1976,"Brooklyn, NY, USA",40.676379,-73.949819,"Chicago, IL, USA",41.876228,-87.638416,
economics_1977_689,Bertil Ohlin,economics,1977,"Klippan, Sweden",56.134611,13.1474,"Stockholm, Sweden",59.325371,18.070794,
economics_1977_690,James E. Meade,economics,1977,"Swanage, United Kingdom",50.61,-1.96,"Cambridge, United Kingdom",52.194605,0.135092,
economics_1978_691,Herbert A. Simon,economics,1978,"Milwaukee, WI, USA",43.05,-87.95,"Pittsburgh, PA, USA",40.440136,-80.008661,
economics_1979_693,Sir Arthur Lewis,economics,1979,"Castries, British West Indies",14.016667,-60.983333,"Princeton, NJ, USA",40.359783,-74.668268,
economics_1979_692,Theodore W. Schultz,economics,1979,"Arlington, SD, USA",44.364444,-97.134722,"Chicago, IL, USA",41.876228,-87.638416,
